backup_id,date,start_time_utc,end_time_utc,type,target_system,status,size_gb,checksum_verified,operator,notes
BKP-2025-1001,2025-10-01,02:00:08,03:38:15,full,nx-db-prod-01,success,139.2,true,automated,
BKP-2025-1002,2025-10-02,02:00:12,03:40:28,full,nx-db-prod-01,success,139.6,true,automated,
BKP-2025-1003,2025-10-03,02:00:06,03:42:10,full,nx-db-prod-01,success,140.1,true,automated,
BKP-2025-1004,2025-10-04,02:00:15,03:39:55,full,nx-db-prod-01,success,140.5,true,automated,
BKP-2025-1005,2025-10-05,02:00:09,03:41:33,full,nx-db-prod-01,success,140.9,true,automated,
BKP-2025-1006,2025-10-06,02:00:18,03:44:20,full,nx-db-prod-01,success,141.4,true,automated,
BKP-2025-1007,2025-10-07,02:00:10,03:42:48,full,nx-db-prod-01,success,141.8,true,automated,
BKP-2025-1008,2025-10-08,02:00:14,03:45:02,full,nx-db-prod-01,success,142.3,true,automated,
BKP-2025-1009,2025-10-09,02:00:07,03:43:35,full,nx-db-prod-01,success,142.7,true,automated,
BKP-2025-1010,2025-10-10,02:00:20,03:46:18,full,nx-db-prod-01,success,143.2,true,automated,
BKP-2025-1011,2025-10-11,02:00:11,03:44:50,full,nx-db-prod-01,success,143.6,true,automated,
BKP-2025-1012,2025-10-12,02:00:16,03:47:25,full,nx-db-prod-01,success,144.1,true,automated,
BKP-2025-1013,2025-10-13,02:00:08,03:45:58,full,nx-db-prod-01,success,144.5,true,automated,
BKP-2025-1014,2025-10-14,02:00:13,03:48:40,full,nx-db-prod-01,success,145.0,true,automated,
BKP-2025-1015,2025-10-15,02:00:19,03:47:12,full,nx-db-prod-01,success,145.4,true,automated,
BKP-2025-1016,2025-10-16,02:00:10,03:49:30,full,nx-db-prod-01,success,145.9,true,automated,
BKP-2025-1017,2025-10-17,02:00:15,03:48:05,full,nx-db-prod-01,success,146.3,true,automated,
BKP-2025-1018,2025-10-18,02:00:07,03:50:42,full,nx-db-prod-01,success,146.8,true,automated,
BKP-2025-1019,2025-10-19,02:00:22,03:49:18,full,nx-db-prod-01,success,147.2,true,automated,
BKP-2025-1020,2025-10-20,02:00:11,03:51:55,full,nx-db-prod-01,success,147.7,true,automated,
BKP-2025-1021,2025-10-21,02:00:17,03:50:30,full,nx-db-prod-01,success,148.1,true,automated,
BKP-2025-1022,2025-10-22,02:00:09,03:53:08,full,nx-db-prod-01,success,148.6,true,automated,
BKP-2025-1023,2025-10-23,02:00:14,03:51:42,full,nx-db-prod-01,success,149.0,true,automated,
BKP-2025-1024,2025-10-24,02:00:20,03:54:20,full,nx-db-prod-01,success,149.5,true,automated,
BKP-2025-1025,2025-10-25,02:00:08,03:52:55,full,nx-db-prod-01,success,149.9,true,automated,
BKP-2025-1026,2025-10-26,02:00:13,03:55:35,full,nx-db-prod-01,success,150.4,true,automated,
BKP-2025-1027,2025-10-27,02:00:19,03:54:10,full,nx-db-prod-01,success,150.8,true,automated,
BKP-2025-1028,2025-10-28,02:00:10,03:56:48,full,nx-db-prod-01,success,151.3,true,automated,
BKP-2025-1029,2025-10-29,02:00:16,03:55:22,full,nx-db-prod-01,success,151.7,true,automated,
BKP-2025-1030,2025-10-30,02:00:07,03:58:00,full,nx-db-prod-01,success,152.2,true,automated,
BKP-2025-1031,2025-10-31,02:00:21,03:56:35,full,nx-db-prod-01,success,152.6,true,automated,
BKP-2025-1101,2025-11-01,02:00:12,03:59:12,full,nx-db-prod-01,success,153.1,true,automated,
BKP-2025-1102,2025-11-02,02:00:18,03:57:48,full,nx-db-prod-01,success,153.5,true,automated,
BKP-2025-1103,2025-11-03,02:00:09,04:00:25,full,nx-db-prod-01,success,154.0,true,automated,
BKP-2025-1104,2025-11-04,02:00:15,03:59:00,full,nx-db-prod-01,success,154.4,true,automated,
BKP-2025-1105,2025-11-05,02:00:22,04:01:38,full,nx-db-prod-01,success,154.9,true,automated,
BKP-2025-1106,2025-11-06,02:00:10,04:00:15,full,nx-db-prod-01,success,155.3,true,automated,
BKP-2025-1107,2025-11-07,02:00:17,04:02:50,full,nx-db-prod-01,success,155.8,true,automated,
BKP-2025-1108,2025-11-08,02:00:08,04:01:28,full,nx-db-prod-01,success,156.2,true,automated,
BKP-2025-1109,2025-11-09,02:00:14,04:04:05,full,nx-db-prod-01,success,156.7,true,automated,
BKP-2025-1110,2025-11-10,02:00:20,04:02:40,full,nx-db-prod-01,success,157.1,true,automated,
BKP-2025-1111,2025-11-11,02:00:11,04:05:18,full,nx-db-prod-01,success,157.6,true,automated,
BKP-2025-1112,2025-11-12,02:00:16,04:03:52,full,nx-db-prod-01,success,158.0,true,automated,
BKP-2025-1113,2025-11-13,02:00:09,04:06:30,full,nx-db-prod-01,success,158.5,true,automated,
BKP-2025-1114,2025-11-14,02:00:22,04:05:05,full,nx-db-prod-01,success,158.9,true,automated,
BKP-2025-1115,2025-11-15,02:00:13,04:07:42,full,nx-db-prod-01,success,159.4,true,automated,
BKP-2025-1116,2025-11-16,02:00:19,04:06:18,full,nx-db-prod-01,success,159.8,true,automated,
BKP-2025-1117,2025-11-17,02:00:07,04:08:55,full,nx-db-prod-01,success,160.3,true,automated,
BKP-2025-1118,2025-11-18,02:00:15,04:07:30,full,nx-db-prod-01,success,160.7,true,automated,
BKP-2025-1119,2025-11-19,02:00:21,04:10:08,full,nx-db-prod-01,success,161.2,true,automated,
BKP-2025-1120,2025-11-20,02:00:10,04:08:42,full,nx-db-prod-01,success,161.6,true,automated,
BKP-2025-1121,2025-11-21,02:00:18,04:11:20,full,nx-db-prod-01,success,162.1,true,automated,
BKP-2025-1122,2025-11-22,02:00:12,04:09:55,full,nx-db-prod-01,success,162.5,true,automated,
BKP-2025-1123,2025-11-23,02:00:20,04:12:33,full,nx-db-prod-01,success,163.0,true,automated,
BKP-2025-1124,2025-11-24,02:00:08,04:11:08,full,nx-db-prod-01,success,163.4,true,automated,
BKP-2025-1125,2025-11-25,02:00:16,04:13:45,full,nx-db-prod-01,success,163.9,true,automated,
BKP-2025-1126,2025-11-26,02:00:22,04:12:20,full,nx-db-prod-01,success,164.3,true,automated,
BKP-2025-1127,2025-11-27,02:00:09,04:14:58,full,nx-db-prod-01,success,164.8,true,automated,
BKP-2025-1128,2025-11-28,02:00:14,04:13:32,full,nx-db-prod-01,success,165.2,true,automated,
BKP-2025-1129,2025-11-29,02:00:21,04:16:10,full,nx-db-prod-01,success,165.7,true,automated,
BKP-2025-1130,2025-11-30,02:00:11,04:14:45,full,nx-db-prod-01,success,166.1,true,automated,
BKP-2025-1201,2025-12-01,02:00:17,04:17:22,full,nx-db-prod-01,success,166.6,true,automated,
BKP-2025-1202,2025-12-02,02:00:08,04:15:58,full,nx-db-prod-01,success,167.0,true,automated,
BKP-2025-1203,2025-12-03,02:00:15,04:18:35,full,nx-db-prod-01,success,167.5,true,automated,
BKP-2025-1204,2025-12-04,02:00:22,04:17:10,full,nx-db-prod-01,success,167.9,true,automated,
BKP-2025-1205,2025-12-05,02:00:10,04:19:48,full,nx-db-prod-01,success,168.4,true,automated,
BKP-2025-1206,2025-12-06,02:00:18,04:18:22,full,nx-db-prod-01,success,168.8,true,automated,
BKP-2025-1207,2025-12-07,02:00:07,04:20:55,full,nx-db-prod-01,success,169.3,true,automated,
BKP-2025-1208,2025-12-08,02:00:14,04:19:30,full,nx-db-prod-01,success,169.7,true,automated,
BKP-2025-1209,2025-12-09,02:00:20,04:22:08,full,nx-db-prod-01,success,170.2,true,automated,
BKP-2025-1210,2025-12-10,02:00:11,04:20:42,full,nx-db-prod-01,success,170.6,true,automated,
BKP-2025-1211,2025-12-11,02:00:16,04:23:20,full,nx-db-prod-01,success,171.1,true,automated,
BKP-2025-1212,2025-12-12,02:00:09,04:21:55,full,nx-db-prod-01,success,171.5,true,automated,
BKP-2025-1213,2025-12-13,02:00:21,04:24:33,full,nx-db-prod-01,success,172.0,true,automated,
BKP-2025-1214,2025-12-14,02:00:12,04:23:08,full,nx-db-prod-01,success,172.4,true,automated,
BKP-2025-1215,2025-12-15,02:00:18,04:25:45,full,nx-db-prod-01,success,172.9,true,automated,
BKP-2025-1216,2025-12-16,02:00:08,04:24:20,full,nx-db-prod-01,success,173.3,true,automated,
BKP-2025-1217,2025-12-17,02:00:15,04:26:58,full,nx-db-prod-01,success,173.8,true,automated,
BKP-2025-1218,2025-12-18,02:00:22,04:25:32,full,nx-db-prod-01,success,174.2,true,automated,
BKP-2025-1219,2025-12-19,02:00:10,04:28:10,full,nx-db-prod-01,success,174.7,true,automated,
BKP-2025-1220,2025-12-20,02:00:17,04:26:45,full,nx-db-prod-01,success,175.1,true,automated,
BKP-2025-1221,2025-12-21,02:00:09,04:29:22,full,nx-db-prod-01,success,175.6,true,automated,
BKP-2025-1222,2025-12-22,02:00:14,04:27:58,full,nx-db-prod-01,success,176.0,true,automated,
BKP-2025-1223,2025-12-23,02:00:20,04:30:35,full,nx-db-prod-01,success,176.5,true,automated,
BKP-2025-1224,2025-12-24,02:00:11,04:29:10,full,nx-db-prod-01,success,176.9,true,automated,
BKP-2025-1225,2025-12-25,02:00:16,04:31:48,full,nx-db-prod-01,success,177.4,true,automated,
BKP-2025-1226,2025-12-26,02:00:08,04:30:22,full,nx-db-prod-01,success,177.8,true,automated,
BKP-2025-1227,2025-12-27,02:00:19,04:33:00,full,nx-db-prod-01,success,178.3,true,automated,
BKP-2025-1228,2025-12-28,02:00:13,04:31:35,full,nx-db-prod-01,success,178.7,true,automated,
BKP-2025-1229,2025-12-29,02:00:21,04:34:12,full,nx-db-prod-01,success,179.2,true,automated,
BKP-2025-1230,2025-12-30,02:00:10,04:32:48,full,nx-db-prod-01,success,179.6,true,automated,
BKP-2025-1231,2025-12-31,02:00:17,04:35:25,full,nx-db-prod-01,success,180.1,true,automated,
